requirement_id,catalog_id,level,required_at_l2,chapter,section,applicable,status,rationale,evidence,owner_role,next_step
v5.0.0-10.5.5,V10.5.5,2,YES,V10,OIDC Client,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.6.1,V10.6.1,2,YES,V10,OpenID Provider,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.6.2,V10.6.2,2,YES,V10,OpenID Provider,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.7.1,V10.7.1,2,YES,V10,Consent Management,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.7.2,V10.7.2,2,YES,V10,Consent Management,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-10.7.3,V10.7.3,2,YES,V10,Consent Management,NO,N/A,Bot application has no OAuth and OIDC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-11.1.1,V11.1.1,2,YES,V11,Cryptographic Inventory and Documentation,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.1.2,V11.1.2,2,YES,V11,Cryptographic Inventory and Documentation,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.1.3,V11.1.3,3,NO,V11,Cryptographic Inventory and Documentation,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.1.4,V11.1.4,3,NO,V11,Cryptographic Inventory and Documentation,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.2.1,V11.2.1,2,YES,V11,Secure Cryptography Implementation,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.2.2,V11.2.2,2,YES,V11,Secure Cryptography Implementation,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.2.3,V11.2.3,2,YES,V11,Secure Cryptography Implementation,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.2.4,V11.2.4,3,NO,V11,Secure Cryptography Implementation,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.2.5,V11.2.5,3,NO,V11,Secure Cryptography Implementation,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.3.1,V11.3.1,1,YES,V11,Encryption Algorithms,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.3.2,V11.3.2,1,YES,V11,Encryption Algorithms,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.3.3,V11.3.3,2,YES,V11,Encryption Algorithms,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.3.4,V11.3.4,3,NO,V11,Encryption Algorithms,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.3.5,V11.3.5,3,NO,V11,Encryption Algorithms,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.4.1,V11.4.1,1,YES,V11,Hashing and Hash-based Functions,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.4.2,V11.4.2,2,YES,V11,Hashing and Hash-based Functions,NO,N/A,No locally stored end-user passwords; DB/service credentials reviewed under V13.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-11.4.3,V11.4.3,2,YES,V11,Hashing and Hash-based Functions,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.4.4,V11.4.4,2,YES,V11,Hashing and Hash-based Functions,NO,N/A,No application password-derived cryptographic key.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-11.5.1,V11.5.1,2,YES,V11,Random Values,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_privacy.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-11.5.2,V11.5.2,3,NO,V11,Random Values,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.6.1,V11.6.1,2,YES,V11,Public Key Cryptography,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.6.2,V11.6.2,3,NO,V11,Public Key Cryptography,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.7.1,V11.7.1,3,NO,V11,In-Use Data Cryptography,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-11.7.2,V11.7.2,3,NO,V11,In-Use Data Cryptography,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-12.1.1,V12.1.1,1,YES,V12,General TLS Security Guidance,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-12.1.2,V12.1.2,2,YES,V12,General TLS Security Guidance,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-12.1.3,V12.1.3,2,YES,V12,General TLS Security Guidance,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-12.1.4,V12.1.4,3,NO,V12,General TLS Security Guidance,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-12.1.5,V12.1.5,3,NO,V12,General TLS Security Guidance,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-12.2.1,V12.2.1,1,YES,V12,HTTPS Communication with External Facing Services,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-12.2.2,V12.2.2,1,YES,V12,HTTPS Communication with External Facing Services,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-12.3.1,V12.3.1,2,YES,V12,General Service to Service Communication Security,YES,GAP,Local Redis and monitoring connections do not use TLS; isolate then configure transport encryption.,docs/asvs_assurance.md,Operations owner,Implement missing control and test on isolated staging; no environment is available.
v5.0.0-12.3.2,V12.3.2,2,YES,V12,General Service to Service Communication Security,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_secret_transport.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-12.3.3,V12.3.3,2,YES,V12,General Service to Service Communication Security,YES,GAP,Internal monitoring HTTP is plaintext; authenticated TLS routing needs environment setup.,docs/asvs_assurance.md,Operations owner,Implement missing control and test on isolated staging; no environment is available.
v5.0.0-12.3.4,V12.3.4,2,YES,V12,General Service to Service Communication Security,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-12.3.5,V12.3.5,3,NO,V12,General Service to Service Communication Security,YES,GAP,No mTLS/service mesh for internal endpoints.,docs/asvs_assurance.md,Operations owner,Implement missing control and test on isolated staging; no environment is available.
v5.0.0-13.1.1,V13.1.1,2,YES,V13,Configuration Documentation,YES,VERIFIED_DOCUMENTATION,Concrete project policy and validation rules recorded; operational enforcement tracked separately.,docs/asvs_assurance.md,Security maintainer,Maintain policy and assign named owners before production.
v5.0.0-13.1.2,V13.1.2,3,NO,V13,Configuration Documentation,YES,VERIFIED_DOCUMENTATION,Concrete project policy and validation rules recorded; operational enforcement tracked separately.,docs/asvs_assurance.md,Security maintainer,Maintain policy and assign named owners before production.
v5.0.0-13.1.3,V13.1.3,3,NO,V13,Configuration Documentation,YES,VERIFIED_DOCUMENTATION,Concrete project policy and validation rules recorded; operational enforcement tracked separately.,docs/asvs_assurance.md,Security maintainer,Maintain policy and assign named owners before production.
v5.0.0-13.1.4,V13.1.4,3,NO,V13,Configuration Documentation,YES,VERIFIED_DOCUMENTATION,Concrete project policy and validation rules recorded; operational enforcement tracked separately.,docs/asvs_assurance.md,Security maintainer,Maintain policy and assign named owners before production.
v5.0.0-13.2.1,V13.2.1,2,YES,V13,Backend Communication Configuration,YES,GAP,Shared static Redis/DB credentials; no short-lived individual service identities.,docs/asvs_assurance.md,Operations owner,Implement missing control and test on isolated staging; no environment is available.
v5.0.0-13.2.2,V13.2.2,2,YES,V13,Backend Communication Configuration,YES,GAP,"Separate least-privilege runtime, scraper, migration and monitoring accounts not yet enforced.",docs/asvs_assurance.md,Operations owner,Implement missing control and test on isolated staging; no environment is available.
v5.0.0-13.2.3,V13.2.3,2,YES,V13,Backend Communication Configuration,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-13.2.4,V13.2.4,2,YES,V13,Backend Communication Configuration,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_audit_regressions.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-13.2.5,V13.2.5,2,YES,V13,Backend Communication Configuration,YES,GAP,No enforced outbound firewall allowlist supplied.,docs/asvs_assurance.md,Operations owner,Implement missing control and test on isolated staging; no environment is available.
v5.0.0-13.2.6,V13.2.6,3,NO,V13,Backend Communication Configuration,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_delivery_assurance.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-13.3.1,V13.3.1,2,YES,V13,Secret Management,YES,GAP,Secret files supported; vault lifecycle/access control not established.,docs/asvs_assurance.md,Operations owner,Implement missing control and test on isolated staging; no environment is available.
v5.0.0-13.3.2,V13.3.2,2,YES,V13,Secret Management,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-13.3.3,V13.3.3,3,NO,V13,Secret Management,YES,GAP,No isolated cryptographic module; HMAC key reused from API_HASH.,docs/asvs_assurance.md,Operations owner,Implement missing control and test on isolated staging; no environment is available.
v5.0.0-13.3.4,V13.3.4,3,NO,V13,Secret Management,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-13.4.1,V13.4.1,1,YES,V13,Unintended Information Leakage,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,Dockerfile;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-13.4.2,V13.4.2,2,YES,V13,Unintended Information Leakage,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-13.4.3,V13.4.3,2,YES,V13,Unintended Information Leakage,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-13.4.4,V13.4.4,2,YES,V13,Unintended Information Leakage,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-13.4.5,V13.4.5,2,YES,V13,Unintended Information Leakage,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,docker-compose.yml;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-13.4.6,V13.4.6,3,NO,V13,Unintended Information Leakage,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-13.4.7,V13.4.7,3,NO,V13,Unintended Information Leakage,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-14.1.1,V14.1.1,2,YES,V14,Data Protection Documentation,YES,VERIFIED_DOCUMENTATION,Concrete project policy and validation rules recorded; operational enforcement tracked separately.,docs/asvs_assurance.md,Security maintainer,Maintain policy and assign named owners before production.
v5.0.0-14.1.2,V14.1.2,2,YES,V14,Data Protection Documentation,YES,VERIFIED_DOCUMENTATION,Concrete project policy and validation rules recorded; operational enforcement tracked separately.,docs/asvs_assurance.md,Security maintainer,Maintain policy and assign named owners before production.
v5.0.0-14.2.1,V14.2.1,1,YES,V14,General Data Protection,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-14.2.2,V14.2.2,2,YES,V14,General Data Protection,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_privacy.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-14.2.3,V14.2.3,2,YES,V14,General Data Protection,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-14.2.4,V14.2.4,2,YES,V14,General Data Protection,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-14.2.5,V14.2.5,3,NO,V14,General Data Protection,NO,N/A,No cacheable frontend routes or user-controlled resource URLs in bot application.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-14.2.6,V14.2.6,3,NO,V14,General Data Protection,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-14.2.7,V14.2.7,3,NO,V14,General Data Protection,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_privacy.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-14.2.8,V14.2.8,3,NO,V14,General Data Protection,NO,N/A,No user-submitted files accepted.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-14.3.1,V14.3.1,1,YES,V14,Client-side Data Protection,NO,N/A,Bot application has no Data Protection surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-14.3.2,V14.3.2,2,YES,V14,Client-side Data Protection,NO,N/A,Bot application has no Data Protection surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-14.3.3,V14.3.3,2,YES,V14,Client-side Data Protection,NO,N/A,Bot application has no Data Protection surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-15.1.1,V15.1.1,1,YES,V15,Secure Coding and Architecture Documentation,YES,VERIFIED_DOCUMENTATION,Concrete project policy and validation rules recorded; operational enforcement tracked separately.,docs/asvs_assurance.md,Security maintainer,Maintain policy and assign named owners before production.
v5.0.0-15.1.2,V15.1.2,2,YES,V15,Secure Coding and Architecture Documentation,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,.github/workflows/ci.yaml;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-15.1.3,V15.1.3,2,YES,V15,Secure Coding and Architecture Documentation,YES,VERIFIED_DOCUMENTATION,Concrete project policy and validation rules recorded; operational enforcement tracked separately.,docs/asvs_assurance.md,Security maintainer,Maintain policy and assign named owners before production.
v5.0.0-15.1.4,V15.1.4,3,NO,V15,Secure Coding and Architecture Documentation,YES,VERIFIED_DOCUMENTATION,Concrete project policy and validation rules recorded; operational enforcement tracked separately.,docs/asvs_assurance.md,Security maintainer,Maintain policy and assign named owners before production.
v5.0.0-15.1.5,V15.1.5,3,NO,V15,Secure Coding and Architecture Documentation,YES,VERIFIED_DOCUMENTATION,Concrete project policy and validation rules recorded; operational enforcement tracked separately.,docs/asvs_assurance.md,Security maintainer,Maintain policy and assign named owners before production.
v5.0.0-15.2.1,V15.2.1,1,YES,V15,Security Architecture and Dependencies,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-15.2.2,V15.2.2,2,YES,V15,Security Architecture and Dependencies,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_durable_delivery_redis.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-15.2.3,V15.2.3,2,YES,V15,Security Architecture and Dependencies,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,Dockerfile;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-15.2.4,V15.2.4,3,NO,V15,Security Architecture and Dependencies,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,requirements.lock;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-15.2.5,V15.2.5,3,NO,V15,Security Architecture and Dependencies,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-15.3.1,V15.3.1,1,YES,V15,Defensive Coding,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-15.3.2,V15.3.2,2,YES,V15,Defensive Coding,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_audit_regressions.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-15.3.3,V15.3.3,2,YES,V15,Defensive Coding,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_handlers_settings.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-15.3.4,V15.3.4,2,YES,V15,Defensive Coding,NO,N/A,No HTTP reverse proxy user identity; Bot API long polling uses authenticated from_user identity.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-15.3.5,V15.3.5,2,YES,V15,Defensive Coding,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_delivery_assurance.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-15.3.6,V15.3.6,2,YES,V15,Defensive Coding,NO,N/A,No application JavaScript runtime.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-15.3.7,V15.3.7,2,YES,V15,Defensive Coding,NO,N/A,No inbound HTTP user parameters; metrics HTTP is handled by the external library.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-15.4.1,V15.4.1,3,NO,V15,Safe Concurrency,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_durable_delivery_redis.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-15.4.2,V15.4.2,3,NO,V15,Safe Concurrency,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_durable_delivery_redis.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-15.4.3,V15.4.3,3,NO,V15,Safe Concurrency,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_delivery_assurance.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-15.4.4,V15.4.4,3,NO,V15,Safe Concurrency,YES,GAP,No measured fair priority scheduler for first deliveries versus repeats.,docs/asvs_assurance.md,Security maintainer,Implement missing control and test on isolated staging; no environment is available.
v5.0.0-16.1.1,V16.1.1,2,YES,V16,Security Logging Documentation,YES,VERIFIED_DOCUMENTATION,Concrete project policy and validation rules recorded; operational enforcement tracked separately.,docs/asvs_assurance.md,Security maintainer,Maintain policy and assign named owners before production.
v5.0.0-16.2.1,V16.2.1,2,YES,V16,General Logging,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,alert_bot_project/core_shared/logging_config.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-16.2.2,V16.2.2,2,YES,V16,General Logging,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-16.2.3,V16.2.3,2,YES,V16,General Logging,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-16.2.4,V16.2.4,2,YES,V16,General Logging,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_delivery_assurance.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-16.2.5,V16.2.5,2,YES,V16,General Logging,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_delivery_assurance.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-16.3.1,V16.3.1,2,YES,V16,Security Events,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-16.3.2,V16.3.2,2,YES,V16,Security Events,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-16.3.3,V16.3.3,2,YES,V16,Security Events,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-16.3.4,V16.3.4,2,YES,V16,Security Events,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-16.4.1,V16.4.1,2,YES,V16,Log Protection,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_delivery_assurance.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-16.4.2,V16.4.2,2,YES,V16,Log Protection,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
v5.0.0-16.4.3,V16.4.3,2,YES,V16,Log Protection,YES,GAP,No separate protected logging collector supplied.,docs/asvs_assurance.md,Operations owner,Implement missing control and test on isolated staging; no environment is available.
v5.0.0-16.5.1,V16.5.1,2,YES,V16,Error Handling,REVIEW_REQUIRED,UNTESTED,Requirement-specific independent assessment is pending; no full compliance claim.,docs/asvs_assurance.md,Security maintainer,Review applicability and attach reproducible acceptance evidence.
